Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Labels),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text-level),Custom field (Time stamp),Custom field (Time stamp),Custom field (Total forms),Custom field ([CHART] Date of First Response),Parent,Parent summary,Status Category
LG93-Password must not be blank,BAN-38,10111,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 1:27 PM,17/Dec/22 11:11 AM,03/Jan/23 5:04 PM,17/Dec/22 11:11 AM,,0,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,"it notice ""Password must not be blank""",,,,,,,,,,,,,"it will notice ""Password must not be blank""",,,,,,0|i000of:,,ROOM Sprint 1,,,,,,,,Unit,,,,Pass,,,,,,,,Done
BE30 - Veritify - Account No must not be blank,BAN-37,10110,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 1:21 PM,17/Dec/22 11:11 AM,03/Jan/23 5:04 PM,17/Dec/22 11:11 AM,,0,BalanceEnquiry,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 1:17 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;318291781_672279764542367_5805760997499072401_n.png;https://tranthaivinh.atlassian.net/secure/attachment/10017/318291781_672279764542367_5805760997499072401_n.png,,,Account Number must not be blank,,,,,,,,,BAN-1,,,,"
If account no is invalid, System displays an error",,,,,,0|i000o7:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
LG92-User-ID must not be blank,BAN-36,10109,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 1:18 PM,17/Dec/22 11:11 AM,03/Jan/23 5:04 PM,17/Dec/22 11:11 AM,,0,Login,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,"it expose ""User-ID must not be blank"".That's correct",,,,,,,,,BAN-8,,,,"it will notice ""User-ID must not be blank""",,,,,,0|i000nz:,,ROOM Sprint 1,,,,,,,,Unit,,,,Pass,,,,,,,,Done
NC11 - Verify City - Special character are not allowed,BAN-35,10108,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 1:13 PM,17/Dec/22 11:11 AM,03/Jan/23 5:04 PM,17/Dec/22 11:11 AM,,0,NewCustomer,Special character are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Special characters are not allowed”",,,,,,,,,BAN-6,,,,"If Customer City is invalid, System displays an error.",,,,,,0|i000nr:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the special character in City

step 04: Wait for result",,Pass,,,,,,,,Done
NC10 - Verify Address - Special characters are not allowed,BAN-34,10107,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 1:04 PM,10/Dec/22 7:13 PM,03/Jan/23 5:04 PM,,,0,NewCustomer,Special characters are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Special characters are not allowed”",,,,,,,,,BAN-8,,,,"If Customer Address is invalid, System displays an error.",,,,,,0|i000nj:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the special character to Address

step 04: Wait for result",,Fail,,,,,,,,To Do
NC29 - Verify Email - First character can not have space,BAN-33,10106,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 12:56 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,NewCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 12:51 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;317913305_1494973744317119_6035900364228103849_n.png;https://tranthaivinh.atlassian.net/secure/attachment/10016/317913305_1494973744317119_6035900364228103849_n.png,,,Email-ID must not be blank,,,,,,,,,BAN-6,,,,"If an invalid character is entered in the email field, an error will be displayed that cannot be left blank",,,,,,0|i000me:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Fail,,,,,,,,Done
FT91-Description cannot be blank,BAN-32,10105,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:56 PM,17/Dec/22 11:11 AM,03/Jan/23 5:04 PM,17/Dec/22 11:11 AM,,0,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,,"it will notice ""Description cannot be blank""",,,,,,0|i000nb:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
NC09 - Verify Address - First character can not have space,BAN-31,10104,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 12:56 PM,10/Dec/22 7:13 PM,03/Jan/23 5:04 PM,,,0,NewCustomer,First character can not have space,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “First character can not have space”",,,,,,,,,BAN-6,,,,"If Customer Address is invalid, system displays an error.",,,,,,0|i000n3:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Space the first character in Address

step 04: Wait for result",,Fail,,,,,,,,To Do
FT90-Special characters are not allowed,BAN-30,10103,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:55 PM,17/Dec/22 11:11 AM,03/Jan/23 5:04 PM,17/Dec/22 11:11 AM,,0,FundTransfer,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,,"it will notice ""Special characters are not allowed""",,,,,,0|i000mv:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
NC08 - Verify Address - Address Field must not be blank,BAN-29,10102,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 12:52 PM,10/Dec/22 7:14 PM,03/Jan/23 5:04 PM,,,0,NewCustomer,Address Field must not be blank,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Address Field must not be blank”",,,,,,,,,BAN-6,,,,"if customer Address blank, it will display errors",,,,,,0|i000mn:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Blank the Address

step 04: Wait for result",,Skip,,,,,,,,To Do
NC28 - Verify Email - Email ID is not valid,BAN-28,10101,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 12:44 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 12:32 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;318459707_839131980539085_5211503396926758740_n.png;https://tranthaivinh.atlassian.net/secure/attachment/10015/318459707_839131980539085_5211503396926758740_n.png,,,"the result is Email-ID is not valid
 
",,,,,,,,,BAN-6,,,,"If you enter invalid characters in the email field, an invalid id error will be displayed",,,,,,0|i000m7:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
FT89-Characters are not allowed,BAN-27,10100,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:40 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,FundTransfer,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,,"it will notice ""Characters are not allowed""",,,,,,0|i000lz:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
FT88-Amount Field must not be blank,BAN-26,10099,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:39 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,FundTransfer,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,,"it will notice ""Amount Field must not be blank""",,,,,,0|i000md:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
FT87-Characters are not allowed,BAN-25,10098,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:38 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,FundTransfer,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,,"it will notice ""Characters are not allowed""",,,,,,0|i000mb:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
FT086-Special characters are not allowed,BAN-24,10097,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:36 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,FundTransfer,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,,"it will notice ""Special characters are not allowed""",,,,,,0|i000mf:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
NC07 - Verify Customer Name - First character cannot have space,BAN-23,10096,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 12:21 PM,10/Dec/22 7:15 PM,03/Jan/23 5:04 PM,,,0,NewCustomer,First character cannot have space,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “First character cannot have space”",,,,,,,,,BAN-6,,,,"if Customer Name number have space, it will display errors",,,,,,0|i000l3:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Space the first Character in Customer Name

step 04: Wait for result",,Fail,,,,,,,,To Do
FT85-Payees Account Number must not be blank,BAN-22,10095,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:18 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,,"it will notice ""Payees Account Number must not be blank""",,,,,,0|i000kv:,,ROOM Sprint 1,,,,,,,,,,,,,,,,,,,,Done
NC06 - Verify Customer Name -  Customer name must not be blank,BAN-21,10094,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 12:17 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,NewCustomer, Customer name must not be blank,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Customer name must not be blank""",,,,,,,,,BAN-6,,,,"If Customer Name not exist in system, System displays an error.",,,,,,0|i000kn:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Not Type in Customer Name

step 04: Wait for result",,Pass,,,,,,,,Done
FT-84-Characters are not allowed,BAN-20,10093,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 12:10 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-2,,,," it will notice ""chas are not allowed""",,,,,,0|i000kf:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
NC05 - Verify Customer Name - Special characters are not allowed,BAN-19,10092,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 12:09 PM,17/Dec/22 11:10 AM,03/Jan/23 5:04 PM,17/Dec/22 11:10 AM,,0,NewCustomer,Special characters are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Special characters are not allowed”",,,,,,,,,BAN-6,,,,"If Customer Name is invalid, System displays an error.",,,,,,0|i000k7:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the special character to Customer Name

step 04: Wait for result",,Pass,,,,,,,,Done
NC04 - Verify Customer Name - Numbers are not allowed,BAN-18,10091,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 12:01 PM,17/Dec/22 11:09 AM,03/Jan/23 4:41 PM,17/Dec/22 11:09 AM,,0,NewCustomer,Numbers are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Numbers are not allowed”",,,,,,,,,BAN-6,,,,"If source account number is invalid, system displays an error",,,,,,0|i000jz:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Type the number to Customer Name

step 04: Wait for result",,Pass,,,,,,,,Done
NA03.1 - Verify  Customer Id - First character cannot have space,BAN-17,10090,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 11:08 AM,10/Dec/22 7:15 PM,03/Jan/23 5:04 PM,,,0,NewAccount,First character cannot have space,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “First character cannot have space”",,,,,,,,,BAN-8,,,,"If Customer first chacrater have space, System displays an error.",,,,,,0|i000jr:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Account”

Step 03: Space the first characters to Customer ID

step 04: Wait for result",,Fail,,,,,,,,To Do
NA03 - Verify Customer Id - Characters are not allowed,BAN-16,10089,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 10:55 AM,10/Dec/22 7:15 PM,03/Jan/23 5:04 PM,,,0,NewAccount,Characters are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Characters are not allowed”",,,,,,,,,BAN-8,,,,"If account have a character, System displays an error",,,,,,0|i000jj:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Account”

Step 03: Type characters to Customer ID

step 04: Wait for result",,Fail,,,,,,,,To Do
NA02 - Verify Customer Id - Special character are not allowed,BAN-15,10088,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 10:53 AM,10/Dec/22 7:15 PM,03/Jan/23 5:04 PM,,,0,NewAccount,Special character are not allowed,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Special characters are not allowed”",,,,,,,,,BAN-8,,,,"If Customer ID is invalid, system displays an error.",,,,,,0|i000jb:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Account”

Step 03: Type special character in Customer ID

step 04: Wait for result",,Fail,,,,,,,,To Do
NA01 - Verify Customer Id - Customer ID is required,BAN-14,10087,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 10:11 AM,10/Dec/22 7:15 PM,03/Jan/23 5:04 PM,,,0,NewAccount,Customer ID is required,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Customer ID is required“",,,,,,,,,BAN-8,,,,"If Customer ID is invalid, system displays an error.",,,,,,0|i000j3:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Account”

Step 03: Empty to Customer ID

step 04: Wait for result",,Fail,,,,,,,,To Do
Withdrawal,BAN-13,10086,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:46 PM,24/Dec/22 6:26 PM,03/Jan/23 1:59 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Withdrawal,To Do,,,,purple,,,,0|i000iv:,,,,,,,,,,,,,,,,,,,,,,To Do
Deposit,BAN-12,10085,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:46 PM,24/Dec/22 6:30 PM,03/Jan/23 1:58 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Deposit,To Do,,,,purple,,,,0|i000in:,,,,,,,,,,,,,,,,,,,,,,To Do
Delete Customer,BAN-11,10084,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:46 PM,24/Dec/22 6:40 PM,03/Jan/23 1:58 PM,,17/Dec/22 12:00 AM,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Delete Customer,To Do,,,,purple,,,,0|i000if:,,,16/Dec/22 12:00 AM,,,,,,,,,,,,,,,,,,,To Do
Delete Account,BAN-10,10083,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:46 PM,24/Dec/22 5:17 PM,03/Jan/23 1:58 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Delete Account,To Do,,,,purple,,,,0|i000i7:,,,,,,,,,,,,,,,,,,,,,,To Do
Edit Account,BAN-9,10082,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:46 PM,24/Dec/22 5:43 PM,03/Jan/23 1:58 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Edit Account,To Do,,,,purple,,,,0|i000hz:,,,,,,,,,,,,,,,,,,,,,,To Do
New Account,BAN-8,10081,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:46 PM,24/Dec/22 6:04 PM,03/Jan/23 1:57 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,New Account,To Do,,,,purple,,,,0|i000hr:,,,,,,,,,,,,,,,,,,,,,,To Do
Edit Customer,BAN-7,10080,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:46 PM,24/Dec/22 6:24 PM,03/Jan/23 1:57 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Edit Customer,To Do,,,,purple,,,,0|i000hj:,,,,,,,,,,,,,,,,,,,,,,To Do
New Customer,BAN-6,10079,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:45 PM,24/Dec/22 6:10 PM,03/Jan/23 1:57 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,New Customer,To Do,,,,purple,,,,0|i000hb:,,,,,,,,,,,,,,,,,,,,,,To Do
Change Password,BAN-5,10078,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:45 PM,24/Dec/22 9:06 PM,03/Jan/23 1:57 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Change Password,To Do,,,,purple,,,,0|i000h3:,,,,,,,,,,,,,,,,,,,,,,To Do
Customized Statement,BAN-4,10077,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:45 PM,24/Dec/22 8:59 PM,03/Jan/23 1:57 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Customized Statement,To Do,,,,purple,,,,0|i000gv:,,,,,,,,,,,,,,,,,,,,,,To Do
Mini Statement,BAN-3,10076,,Epic,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,09/Dec/22 8:45 PM,24/Dec/22 8:45 PM,03/Jan/23 1:57 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Mini Statement,To Do,,,,purple,,,,0|i000gn:,,,,,,,,,,,,,,,,,,,,,,To Do
